id_municipio,nome_municipio,latitude,longitude,ano,sigla_uf,bioma,data_hora,Precipitação Total < 10mm,Pressão Atmosférica entre 1015 e 1020 hPa,Temperatura Bulbo seco ACIMA DE 30°C,Temperatura Pt Orvalho abaixo de 10°C,Vento com velocidade maior que 30Km/h,Rajada max > 10 m/s,Umidade relativa do ar < 30%,Radiação Solar acima de  4 kWh/m²,Fogo
3502002,Analândia,-22105.0,-47786.0,2005,SP,Cerrado,8/10/2005 16:51,1,1,1,1,1,1,1,1,1
3502002,Analândia,-22153.0,-47562.0,2010,SP,Cerrado,5/31/2010 16:38,1,1,1,1,1,1,1,1,1
3502002,Analândia,-22147.0,-47751.0,2011,SP,Cerrado,2/6/2011 16:18,1,1,1,1,1,1,1,1,1
3502002,Analândia,-22116.0,-47762.0,2019,SP,Cerrado,5/14/2019 17:35,1,1,1,1,1,1,1,1,1
3502002,Analândia,-22121.0,-47743.0,2019,SP,Cerrado,4/11/2019 16:55,1,1,1,1,1,1,1,1,1
3502002,Analândia,-22101.0,-47626.0,2006,SP,Cerrado,9/21/2006 17:01,1,1,1,1,1,1,1,1,1
3502002,Analândia,-22156.0,-47.68,2006,SP,Cerrado,9/14/2006 16:55,1,1,1,1,1,1,1,1,1
3502002,Analândia,-22163.0,-47697.0,2006,SP,Cerrado,8/17/2006 16:30,1,1,1,1,1,1,1,1,1
3502002,Analândia,-22162.0,-47738.0,2008,SP,Cerrado,9/19/2008 16:56,1,1,1,1,1,1,1,1,1
3502002,Analândia,-22117.0,-47603.0,2011,SP,Cerrado,9/5/2011 16:48,1,1,1,1,1,1,1,1,1
3502002,Analândia,-22139.0,-47604.0,2016,SP,Cerrado,4/18/2016 16:56,1,1,1,1,1,1,1,1,1
3502002,Analândia,-22114.0,-47748.0,2019,SP,Cerrado,5/9/2019 17:15,1,1,1,1,1,1,1,1,1
3503208,Araraquara,-21917.0,-48106.0,2003,SP,Cerrado,5/17/2003 16:52,1,1,1,1,1,1,1,1,1
3503208,Araraquara,-21796.0,-48119.0,2003,SP,Cerrado,7/6/2003 16:39,1,1,1,1,1,1,1,1,1
3503208,Araraquara,-21867.0,-48208.0,2004,SP,Cerrado,7/15/2004 16:47,1,1,1,1,1,1,1,1,1
3503208,Araraquara,-21793.0,-48266.0,2005,SP,Cerrado,8/3/2005 16:45,1,1,1,1,1,1,1,1,1
3503208,Araraquara,-21882.0,-48136.0,2006,SP,Cerrado,8/14/2006 17:37,1,1,1,1,1,1,1,1,1
3503208,Araraquara,-21782.0,-48.24,2006,SP,Cerrado,6/1/2006 16:59,1,1,1,1,1,1,1,1,1
