id_municipio	nome_municipio	latitude	longitude	ano	sigla_uf	bioma	data_hora
3503208	Araraquara	21.7650	48.2930	2010	SP	Cerrado	9/3/2010 17:32
3503208	Araraquara	21.7820	48.26	2010	SP	Cerrado	9/4/2010 16:37
3503208	Araraquara	21.93	48.1980	2010	SP	Cerrado	8/24/2010 16:55
3503208	Araraquara	21.6920	48.2510	2012	SP	Cerrado	8/24/2012 16:36
3503208	Araraquara	21.8480	48.1210	2012	SP	Cerrado	8/7/2012 17:31
3503208	Araraquara	21.7910	48.13	2012	SP	Cerrado	6/26/2012 16:55
3503208	Araraquara	21.7090	48.2130	2013	SP	Cerrado	8/30/2013 17:07
3503208	Araraquara	21.9320	48.1880	2013	SP	Cerrado	8/5/2013 17:13
3503208	Araraquara	21.5720	48.2680	2014	SP	Cerrado	10/3/2014 16:24
3503208	Araraquara	21.7820	48.1370	2014	SP	Cerrado	10/17/2014 16:37
3503208	Araraquara	21.8010	48.1140	2014	SP	Cerrado	10/30/2014 17:44
3503208	Araraquara	21.7050	48.2450	2014	SP	Cerrado	8/25/2014 16:18
3503208	Araraquara	21.7120	48.3320	2014	SP	Cerrado	8/25/2014 16:18
3503208	Araraquara	21.8460	48.1020	2014	SP	Cerrado	8/14/2014 16:37
3503208	Araraquara	21.9240	48.1860	2014	SP	Cerrado	9/13/2014 16:49
3503208	Araraquara	21.8840	48.2130	2014	SP	Cerrado	8/24/2014 17:13
3503208	Araraquara	21.83	48.07	2014	SP	Cerrado	9/14/2014 17:32
3503208	Araraquara	21.9260	48.1270	2015	SP	Cerrado	8/11/2015 17:13
3503208	Araraquara	21.6490	48.1710	2016	SP	Cerrado	12/18/2016 16:30
3503208	Araraquara	21.8240	48.07	2016	SP	Cerrado	10/9/2016 17:07
3503208	Araraquara	21.7560	47.9710	2017	SP	Cerrado	9/10/2017 17:07
3503208	Araraquara	21.8930	48.0830	2018	SP	Cerrado	7/26/2018 16:25
3503208	Araraquara	21.8360	48.1070	2018	SP	Cerrado	7/9/2018 17:20
3503208	Araraquara	21.8630	48.1490	2018	SP	Cerrado	9/13/2018 17:05
3503208	Araraquara	21.6040	48.2790	2020	SP	Cerrado	10/14/2020 17:40
3503208	Araraquara	21.8390	48.3060	2020	SP	Cerrado	11/8/2020 17:35
3503208	Araraquara	21.9380	48.1840	2020	SP	Cerrado	8/30/2020 16:31
3503208	Araraquara	21.7220	48.3130	2020	SP	Cerrado	9/13/2020 16:45
3503208	Araraquara	21.5690	48.2330	2020	SP	Cerrado	4/2/2020 17:10
3503208	Araraquara	21.76	48.1270	2021	SP	Cerrado	5/13/2021 16:35
3503208	Araraquara	21.82153	47.98364	2021	SP	Cerrado	10/22/2021 16:24
3503208	Araraquara	21.82	48.0530	2021	SP	Cerrado	3/15/2021 16:55
3503208	Araraquara	21.77764	48.02417	2022	SP	Cerrado	3/18/2022 16:54
3503208	Araraquara	21.7870	48.1750	2004	SP	Cerrado	2/19/2004 16:15
3503208	Araraquara	21.8360	48.3730	2004	SP	Cerrado	6/18/2004 17:05
3503208	Araraquara	21.9550	48.14	2006	SP	Cerrado	7/8/2006 17:18
3503208	Araraquara	21.7650	48.3180	2007	SP	Cerrado	6/11/2007 17:07
3503208	Araraquara	21.77	47.98	2008	SP	Cerrado	12/24/2008 16:58
3503208	Araraquara	21.8370	48.3330	2008	SP	Cerrado	5/10/2008 17:19
3503208	Araraquara	21.7650	48.3530	2008	SP	Cerrado	9/12/2008 16:50
3503208	Araraquara	21.6470	48.2010	2008	SP	Cerrado	3/25/2008 17:07
3503208	Araraquara	21.7340	48.1630	2010	SP	Cerrado	6/28/2010 17:02
3503208	Araraquara	21.7490	48.1440	2010	SP	Cerrado	8/1/2010 16:49
3503208	Araraquara	21.7120	48.2050	2010	SP	Cerrado	8/12/2010 16:31
3503208	Araraquara	21.5560	48.2490	2010	SP	Cerrado	8/13/2010 17:14
3503208	Araraquara	21.9120	48.1790	2011	SP	Cerrado	10/7/2011 16:48
3503208	Araraquara	21.8	48.2440	2011	SP	Cerrado	10/1/2011 17:25
3503208	Araraquara	21.7890	48.1090	2012	SP	Cerrado	8/7/2012 17:31
3503208	Araraquara	21.86	48.3170	2013	SP	Cerrado	8/5/2013 17:13
3503208	Araraquara	21.7570	47.9840	2013	SP	Cerrado	4/26/2013 16:56
3503208	Araraquara	21.8690	48.1010	2014	SP	Cerrado	8/25/2014 16:18
3503208	Araraquara	21.8470	48.1290	2014	SP	Cerrado	10/6/2014 16:55
3503208	Araraquara	21.5590	48.2420	2014	SP	Cerrado	10/3/2014 16:24
3503208	Araraquara	21.8650	48.06	2014	SP	Cerrado	8/25/2014 16:18
3503208	Araraquara	21.8490	48.1030	2014	SP	Cerrado	8/10/2014 17:01
3503208	Araraquara	21.8170	48.0720	2014	SP	Cerrado	9/14/2014 17:32
3503208	Araraquara	21.8720	48.2030	2014	SP	Cerrado	8/24/2014 17:13
3503208	Araraquara	21.8370	48.0990	2014	SP	Cerrado	8/14/2014 16:37
3503208	Araraquara	21.8540	48.31	2014	SP	Cerrado	8/25/2014 16:18
3503208	Araraquara	21.5930	48.2550	2015	SP	Cerrado	12/19/2015 17:01
3503208	Araraquara	21.6240	48.2160	2016	SP	Cerrado	1/8/2016 16:36
3503208	Araraquara	21.8170	48.1260	2016	SP	Cerrado	4/22/2016 16:31
3503208	Araraquara	21.8390	48.1780	2017	SP	Cerrado	7/28/2017 16:42
3503208	Araraquara	21.7780	48.29	2018	SP	Cerrado	4/24/2018 16:55
3503208	Araraquara	21.7990	48.1430	2019	SP	Cerrado	8/15/2019 17:05
3503208	Araraquara	21.8110	48.12	2020	SP	Cerrado	9/9/2020 17:10
3503208	Araraquara	21.6890	48.2570	2020	SP	Cerrado	5/16/2020 17:35
3503208	Araraquara	21.8630	48.0760	2020	SP	Cerrado	9/6/2020 16:40
3503208	Araraquara	21.66673	48.23781	2021	SP	Cerrado	8/14/2021 17:43
3503208	Araraquara	21.95485	48.12225	2021	SP	Cerrado	9/19/2021 17:20
3503208	Araraquara	21.66515	48.24263	2021	SP	Cerrado	8/14/2021 17:43
3503208	Araraquara	21.79843	48.12173	2022	SP	Cerrado	6/30/2022 17:28
3503208	Araraquara	21.6350	48.24	2003	SP	Cerrado	7/24/2003 16:27
3503208	Araraquara	21.7860	47.9940	2004	SP	Cerrado	6/4/2004 16:53
3503208	Araraquara	21.6250	48.1990	2005	SP	Cerrado	10/11/2005 17:03
3503208	Araraquara	21.6460	48.2260	2005	SP	Cerrado	9/20/2005 16:45
3503208	Araraquara	21.8910	48.2260	2006	SP	Cerrado	4/27/2006 16:28
3503208	Araraquara	21.8960	48.1390	2006	SP	Cerrado	6/20/2006 17:30
3503208	Araraquara	21.7040	48.2940	2007	SP	Cerrado	6/25/2007 17:19
3503208	Araraquara	21.7560	48.3510	2007	SP	Cerrado	9/14/2007 16:24
3503208	Araraquara	21.8950	48.0840	2007	SP	Cerrado	8/23/2007 17:01
3503208	Araraquara	21.8260	48.1130	2007	SP	Cerrado	9/3/2007 16:42
3503208	Araraquara	21.7670	48.21	2008	SP	Cerrado	7/22/2008 17:14
3503208	Araraquara	21.6740	48.2370	2010	SP	Cerrado	6/12/2010 17:02
3503208	Araraquara	21.8240	48.3780	2010	SP	Cerrado	9/3/2010 17:32
3503208	Araraquara	21.7250	48.1430	2010	SP	Cerrado	6/21/2010 16:56
3503208	Araraquara	21.8170	48.2270	2011	SP	Cerrado	10/1/2011 17:25
3503208	Araraquara	21.8080	48.2490	2011	SP	Cerrado	10/1/2011 17:25
3503208	Araraquara	21.9030	48.1860	2011	SP	Cerrado	10/7/2011 16:48
3503208	Araraquara	21.84	48.2620	2012	SP	Cerrado	8/17/2012 16:30
3503208	Araraquara	21.76	47.9920	2013	SP	Cerrado	4/22/2013 17:20
3503208	Araraquara	21.8410	48.1120	2013	SP	Cerrado	9/2/2013 17:38
3503208	Araraquara	21.9180	48.1950	2014	SP	Cerrado	9/14/2014 17:32
3503208	Araraquara	21.5880	48.2670	2014	SP	Cerrado	10/3/2014 16:24
3503208	Araraquara	21.8110	48.0890	2014	SP	Cerrado	9/16/2014 17:19
3503208	Araraquara	21.6730	48.2920	2014	SP	Cerrado	8/25/2014 16:18
3503208	Araraquara	21.8210	48.3010	2015	SP	Cerrado	8/2/2015 17:19
3503208	Araraquara	21.8750	48.0980	2017	SP	Cerrado	9/14/2017 16:42
3503208	Araraquara	21.7990	48.2740	2018	SP	Cerrado	7/7/2018 17:30
3503208	Araraquara	21.7630	48.2350	2018	SP	Cerrado	9/1/2018 16:40
3503208	Araraquara	21.5920	48.2610	2018	SP	Cerrado	9/7/2018 17:40
3503208	Araraquara	21.7050	48.2980	2018	SP	Cerrado	1/4/2018 16:40
3503208	Araraquara	21.8330	48.0920	2018	SP	Cerrado	7/9/2018 17:20
3503208	Araraquara	21.75	47.9770	2020	SP	Cerrado	10/2/2020 17:15
3503208	Araraquara	21.9020	48.1860	2020	SP	Cerrado	10/2/2020 17:15
3503208	Araraquara	21.82698	48.17511	2021	SP	Cerrado	8/15/2021 16:50
3503208	Araraquara	21.6190	48.2180	2003	SP	Cerrado	7/24/2003 16:27
3503208	Araraquara	21.87	48.1840	2003	SP	Cerrado	6/16/2003 17:03
